# state	expected_P_or_N	fixture_id	provenance_jsonl_line
0000000000000000000002102020000023	N	oracle_08333	8333
0000000000000000000002102030000022	N	oracle_08334	8334
0000000000000000000002102100000033	N	oracle_08335	8335
0000000000000000000002102120000022	N	oracle_08336	8336
0000000000000000000002102200000023	P	oracle_08337	8337
0000000000000000000002102210000022	N	oracle_08338	8338
0000000000000000000002103000000024	N	oracle_08339	8339
0000000000000000000002103000000033	N	oracle_08340	8340
0000000000000000000002103020000022	N	oracle_08341	8341
0000000000000000000002110130000022	N	oracle_08342	8342
0000000000000000000002110200000033	N	oracle_08343	8343
0000000000000000000002111030000022	N	oracle_08344	8344
0000000000000000000002111120000022	N	oracle_08345	8345
0000000000000000000002111130000012	N	oracle_08346	8346
0000000000000000000002111210000022	N	oracle_08347	8347
0000000000000000000002112000000033	P	oracle_08348	8348
0000000000000000000002112020000022	N	oracle_08349	8349
0000000000000000000002112030000012	N	oracle_08350	8350
0000000000000000000002112110000022	N	oracle_08351	8351
0000000000000000000002112120000012	N	oracle_08352	8352
0000000000000000000002112200000022	N	oracle_08353	8353
0000000000000000000002112210000012	N	oracle_08354	8354
0000000000000000000002113010000022	N	oracle_08355	8355
0000000000000000000002113020000012	N	oracle_08356	8356
0000000000000000000002120000000034	N	oracle_08357	8357
0000000000000000000002120000000223	P	oracle_08358	8358
0000000000000000000002120010000024	P	oracle_08359	8359
0000000000000000000002120100000033	N	oracle_08360	8360
0000000000000000000002120120000022	N	oracle_08361	8361
0000000000000000000002120200000023	P	oracle_08362	8362
0000000000000000000002121000000033	N	oracle_08363	8363
0000000000000000000002121020000022	N	oracle_08364	8364
0000000000000000000002121110000022	N	oracle_08365	8365
0000000000000000000002121120000012	N	oracle_08366	8366
0000000000000000000002122000000023	N	oracle_08367	8367
0000000000000000000002130000000024	N	oracle_08368	8368
0000000000000000000002130000000033	N	oracle_08369	8369
0000000000000000000002130100000023	N	oracle_08370	8370
0000000000000000000002131010000022	N	oracle_08371	8371
0000000000000000000002140010000022	N	oracle_08372	8372
0000000000000000000002141000000022	N	oracle_08373	8373
0000000000000000000002141010000012	N	oracle_08374	8374
0000000000000000000002200010000223	N	oracle_08375	8375
0000000000000000000002200020000024	N	oracle_08376	8376
0000000000000000000002200020000033	P	oracle_08377	8377
0000000000000000000002200110000033	N	oracle_08378	8378
0000000000000000000002200200000024	P	oracle_08379	8379
0000000000000000000002200200000033	P	oracle_08380	8380
0000000000000000000002200200000123	P	oracle_08381	8381
0000000000000000000002200210000023	N	oracle_08382	8382
0000000000000000000002201010000033	N	oracle_08383	8383
0000000000000000000002201200000023	P	oracle_08384	8384
0000000000000000000002202000000024	P	oracle_08385	8385
0000000000000000000002202000000033	P	oracle_08386	8386
0000000000000000000002202000000123	P	oracle_08387	8387
0000000000000000000002202010000023	N	oracle_08388	8388
0000000000000000000002202100000023	P	oracle_08389	8389
0000000000000000000002210200000023	P	oracle_08390	8390
0000000000000000000002211000000033	N	oracle_08391	8391
0000000000000000000002211110000022	N	oracle_08392	8392
0000000000000000000002212000000023	P	oracle_08393	8393
0000000000000000000002220000000024	N	oracle_08394	8394
0000000000000000000002220000000033	P	oracle_08395	8395
0000000000000000000002220010000023	N	oracle_08396	8396
0000000000000000000002221000000023	N	oracle_08397	8397
0000000000000000000002221010000022	N	oracle_08398	8398
0000000000000000000002221100000022	N	oracle_08399	8399
0000000000000000000002230010000022	N	oracle_08400	8400
0000000000000000000002240000000022	N	oracle_08401	8401
0000000000000000000002300010000033	N	oracle_08402	8402
0000000000000000000002300030000022	N	oracle_08403	8403
0000000000000000000002300100000033	N	oracle_08404	8404
0000000000000000000002301000000033	P	oracle_08405	8405
0000000000000000000002303000000022	N	oracle_08406	8406
0000000000000000000002311010000022	N	oracle_08407	8407
0000000000000000000002321000000022	N	oracle_08408	8408
0000000000000000000002330000000022	N	oracle_08409	8409
0000000000000000000002340000000012	N	oracle_08410	8410
0000000000000000000002401010000022	N	oracle_08411	8411
0000000000000000000002410010000022	N	oracle_08412	8412
0000000000000000000002411000000022	N	oracle_08413	8413
0000000000000000000002411010000012	N	oracle_08414	8414
0000000000000000000002420000000022	N	oracle_08415	8415
0000000000000000000002430000000012	N	oracle_08416	8416
0000000000000000000003000020000034	N	oracle_08417	8417
0000000000000000000003000040000023	P	oracle_08418	8418
0000000000000000000003000200000034	N	oracle_08419	8419
0000000000000000000003000400000023	N	oracle_08420	8420
0000000000000000000003002000000034	N	oracle_08421	8421
0000000000000000000003004000000023	N	oracle_08422	8422
0000000000000000000003011120000022	N	oracle_08423	8423
0000000000000000000003011210000022	N	oracle_08424	8424
0000000000000000000003012000000033	N	oracle_08425	8425
0000000000000000000003012020000022	N	oracle_08426	8426
0000000000000000000003013010000022	N	oracle_08427	8427
0000000000000000000003021110000022	N	oracle_08428	8428
0000000000000000000003040000000023	P	oracle_08429	8429
0000000000000000000003100010000034	N	oracle_08430	8430
0000000000000000000003100020000024	N	oracle_08431	8431
0000000000000000000003100020000033	N	oracle_08432	8432
0000000000000000000003100030000023	P	oracle_08433	8433
0000000000000000000003100100000034	N	oracle_08434	8434
0000000000000000000003100200000024	N	oracle_08435	8435
0000000000000000000003100200000033	N	oracle_08436	8436
0000000000000000000003100300000023	P	oracle_08437	8437
0000000000000000000003101000000034	N	oracle_08438	8438
0000000000000000000003101120000022	N	oracle_08439	8439
0000000000000000000003101210000022	N	oracle_08440	8440
0000000000000000000003102000000024	N	oracle_08441	8441
0000000000000000000003102000000033	N	oracle_08442	8442
0000000000000000000003102020000022	N	oracle_08443	8443
0000000000000000000003103000000023	P	oracle_08444	8444
0000000000000000000003103010000022	N	oracle_08445	8445
0000000000000000000003110120000022	N	oracle_08446	8446
0000000000000000000003110210000022	N	oracle_08447	8447
0000000000000000000003111020000022	N	oracle_08448	8448
0000000000000000000003111110000022	N	oracle_08449	8449
0000000000000000000003111120000012	N	oracle_08450	8450
0000000000000000000003111200000022	N	oracle_08451	8451
0000000000000000000003111210000012	N	oracle_08452	8452
0000000000000000000003112000000023	N	oracle_08453	8453
0000000000000000000003112010000022	N	oracle_08454	8454
0000000000000000000003112020000012	N	oracle_08455	8455
0000000000000000000003113000000022	N	oracle_08456	8456
0000000000000000000003113010000012	N	oracle_08457	8457
0000000000000000000003120110000022	N	oracle_08458	8458
0000000000000000000003121000000023	P	oracle_08459	8459
0000000000000000000003121010000022	N	oracle_08460	8460
0000000000000000000003121100000022	N	oracle_08461	8461
0000000000000000000003121110000012	N	oracle_08462	8462
0000000000000000000003130000000023	P	oracle_08463	8463
0000000000000000000003200010000033	N	oracle_08464	8464
0000000000000000000003200100000033	N	oracle_08465	8465
0000000000000000000003200200000023	N	oracle_08466	8466
0000000000000000000003201000000033	N	oracle_08467	8467
0000000000000000000003201110000022	N	oracle_08468	8468
0000000000000000000003202000000023	N	oracle_08469	8469
0000000000000000000003210110000022	N	oracle_08470	8470
0000000000000000000003211010000022	N	oracle_08471	8471
0000000000000000000003211100000022	N	oracle_08472	8472
0000000000000000000003211110000012	N	oracle_08473	8473
0000000000000000000003220010000022	N	oracle_08474	8474
0000000000000000000003221000000022	N	oracle_08475	8475
0000000000000000000003221010000012	N	oracle_08476	8476
0000000000000000000003300010000023	N	oracle_08477	8477
0000000000000000000003300100000023	N	oracle_08478	8478
0000000000000000000003301000000023	N	oracle_08479	8479
0000000000000000000003302000000022	N	oracle_08480	8480
0000000000000000000003311000000022	N	oracle_08481	8481
0000000000000000000003321000000012	N	oracle_08482	8482
0000000000000000000004000030000023	P	oracle_08483	8483
0000000000000000000004000300000023	P	oracle_08484	8484
0000000000000000000004003000000023	P	oracle_08485	8485
0000000000000000000004100100000033	N	oracle_08486	8486
0000000000000000000004101000000033	N	oracle_08487	8487
0000000000000000000004200100000023	N	oracle_08488	8488
0000000000000000000004201000000023	N	oracle_08489	8489
0000000000000000000010000130000034	N	oracle_08490	8490
0000000000000000000010000220000034	N	oracle_08491	8491
0000000000000000000010000220000223	N	oracle_08492	8492
0000000000000000000010000230000033	N	oracle_08493	8493
0000000000000000000010000240000023	N	oracle_08494	8494
0000000000000000000010000310000034	N	oracle_08495	8495
0000000000000000000010000320000033	P	oracle_08496	8496
0000000000000000000010000330000023	N	oracle_08497	8497
0000000000000000000010000420000023	N	oracle_08498	8498
0000000000000000000010001220000033	N	oracle_08499	8499
0000000000000000000010001230000023	N	oracle_08500	8500
0000000000000000000010001320000023	N	oracle_08501	8501
0000000000000000000010001420000022	N	oracle_08502	8502
0000000000000000000010002120000033	N	oracle_08503	8503
0000000000000000000010002130000023	N	oracle_08504	8504
0000000000000000000010002210000033	N	oracle_08505	8505
0000000000000000000010002220000023	N	oracle_08506	8506
0000000000000000000010002230000013	N	oracle_08507	8507
0000000000000000000010002230000022	N	oracle_08508	8508
0000000000000000000010002310000023	N	oracle_08509	8509
0000000000000000000010002320000013	N	oracle_08510	8510
0000000000000000000010002320000022	N	oracle_08511	8511
0000000000000000000010003120000023	N	oracle_08512	8512
0000000000000000000010003210000023	N	oracle_08513	8513
0000000000000000000010003220000013	N	oracle_08514	8514
0000000000000000000010003220000022	N	oracle_08515	8515
0000000000000000000010004120000022	N	oracle_08516	8516
0000000000000000000010010220000033	N	oracle_08517	8517
0000000000000000000010010420000022	N	oracle_08518	8518
0000000000000000000010011220000023	N	oracle_08519	8519
0000000000000000000010011320000022	N	oracle_08520	8520
0000000000000000000010011410000022	N	oracle_08521	8521
0000000000000000000010011420000012	N	oracle_08522	8522
0000000000000000000010012120000023	N	oracle_08523	8523
0000000000000000000010012210000023	N	oracle_08524	8524
0000000000000000000010012220000013	N	oracle_08525	8525
0000000000000000000010012220000022	N	oracle_08526	8526
0000000000000000000010012300000023	N	oracle_08527	8527
0000000000000000000010013000000034	N	oracle_08528	8528
0000000000000000000010013120000022	N	oracle_08529	8529
0000000000000000000010013200000023	N	oracle_08530	8530
0000000000000000000010014020000022	N	oracle_08531	8531
0000000000000000000010014110000022	N	oracle_08532	8532
0000000000000000000010014120000012	N	oracle_08533	8533
0000000000000000000010020020000223	N	oracle_08534	8534
0000000000000000000010020410000022	N	oracle_08535	8535
0000000000000000000010021100000223	N	oracle_08536	8536
0000000000000000000010021210000023	N	oracle_08537	8537
0000000000000000000010021300000023	N	oracle_08538	8538
0000000000000000000010021310000022	N	oracle_08539	8539
0000000000000000000010021400000022	N	oracle_08540	8540
0000000000000000000010021410000012	N	oracle_08541	8541
0000000000000000000010022110000023	N	oracle_08542	8542
0000000000000000000010022200000023	N	oracle_08543	8543
0000000000000000000010022210000013	N	oracle_08544	8544
0000000000000000000010022210000022	N	oracle_08545	8545
0000000000000000000010022300000013	N	oracle_08546	8546
0000000000000000000010022300000022	N	oracle_08547	8547
0000000000000000000010023000000033	P	oracle_08548	8548
0000000000000000000010023100000023	N	oracle_08549	8549
0000000000000000000010023110000022	N	oracle_08550	8550
0000000000000000000010023200000013	N	oracle_08551	8551
0000000000000000000010023200000022	N	oracle_08552	8552
0000000000000000000010024010000022	N	oracle_08553	8553
0000000000000000000010024100000022	N	oracle_08554	8554
0000000000000000000010024110000012	N	oracle_08555	8555
0000000000000000000010031200000023	N	oracle_08556	8556
0000000000000000000010032000000033	N	oracle_08557	8557
0000000000000000000010032100000023	N	oracle_08558	8558
0000000000000000000010032200000013	N	oracle_08559	8559
0000000000000000000010032200000022	N	oracle_08560	8560
0000000000000000000010033000000023	N	oracle_08561	8561
0000000000000000000010033100000022	N	oracle_08562	8562
0000000000000000000010033200000012	N	oracle_08563	8563
0000000000000000000010041000000033	N	oracle_08564	8564
0000000000000000000010042000000023	N	oracle_08565	8565
0000000000000000000010100120000034	N	oracle_08566	8566
0000000000000000000010100120000223	N	oracle_08567	8567
0000000000000000000010100210000034	N	oracle_08568	8568
0000000000000000000010100210000223	N	oracle_08569	8569
0000000000000000000010100220000024	N	oracle_08570	8570
0000000000000000000010100220000033	N	oracle_08571	8571
0000000000000000000010100220000123	N	oracle_08572	8572
0000000000000000000010100220000222	N	oracle_08573	8573
0000000000000000000010101020000223	N	oracle_08574	8574
0000000000000000000010102020000033	N	oracle_08575	8575
0000000000000000000010102030000023	N	oracle_08576	8576
0000000000000000000010103020000023	N	oracle_08577	8577
0000000000000000000010110020000223	N	oracle_08578	8578
0000000000000000000010112020000023	N	oracle_08579	8579
0000000000000000000010112030000022	N	oracle_08580	8580
0000000000000000000010112120000022	N	oracle_08581	8581
0000000000000000000010120010000223	N	oracle_08582	8582
0000000000000000000010120020000123	N	oracle_08583	8583
0000000000000000000010120020000222	N	oracle_08584	8584
0000000000000000000010121020000023	N	oracle_08585	8585
0000000000000000000010121030000022	N	oracle_08586	8586
0000000000000000000010121200000023	N	oracle_08587	8587
0000000000000000000010122000000033	N	oracle_08588	8588
0000000000000000000010122100000023	N	oracle_08589	8589
0000000000000000000010122110000022	N	oracle_08590	8590
0000000000000000000010123000000023	N	oracle_08591	8591
0000000000000000000010200020000223	N	oracle_08592	8592
0000000000000000000010201010000223	N	oracle_08593	8593
0000000000000000000010201020000033	N	oracle_08594	8594
0000000000000000000010201020000123	N	oracle_08595	8595
0000000000000000000010201020000222	N	oracle_08596	8596
0000000000000000000010201030000023	N	oracle_08597	8597
0000000000000000000010202010000033	N	oracle_08598	8598
0000000000000000000010202020000023	N	oracle_08599	8599
0000000000000000000010202030000022	N	oracle_08600	8600
0000000000000000000010202100000033	N	oracle_08601	8601
0000000000000000000010202110000023	N	oracle_08602	8602
0000000000000000000010203020000022	N	oracle_08603	8603
0000000000000000000010211020000023	N	oracle_08604	8604
0000000000000000000010211200000023	N	oracle_08605	8605
0000000000000000000010212020000022	N	oracle_08606	8606
0000000000000000000010213000000023	N	oracle_08607	8607
0000000000000000000010220100000033	N	oracle_08608	8608
0000000000000000000010220200000023	N	oracle_08609	8609
0000000000000000000010221000000033	N	oracle_08610	8610
0000000000000000000010221100000023	N	oracle_08611	8611
0000000000000000000010221200000013	N	oracle_08612	8612
0000000000000000000010221200000022	N	oracle_08613	8613
0000000000000000000010222000000023	N	oracle_08614	8614
0000000000000000000010223000000013	N	oracle_08615	8615
0000000000000000000010223000000022	N	oracle_08616	8616
0000000000000000000010231000000023	N	oracle_08617	8617
0000000000000000000010301020000023	N	oracle_08618	8618
0000000000000000000010301030000022	N	oracle_08619	8619
0000000000000000000010301120000022	N	oracle_08620	8620
0000000000000000000010301210000022	N	oracle_08621	8621
0000000000000000000010302010000023	N	oracle_08622	8622
0000000000000000000010302110000022	N	oracle_08623	8623
0000000000000000000010303010000022	N	oracle_08624	8624
0000000000000000000010331000000022	N	oracle_08625	8625
0000000000000000000011000030000034	N	oracle_08626	8626
0000000000000000000011000220000033	N	oracle_08627	8627
0000000000000000000011001120000033	N	oracle_08628	8628
0000000000000000000011001210000033	N	oracle_08629	8629
0000000000000000000011001220000023	N	oracle_08630	8630
0000000000000000000011002020000033	N	oracle_08631	8631
0000000000000000000011002110000033	N	oracle_08632	8632
0000000000000000000011002120000023	N	oracle_08633	8633
0000000000000000000011002200000033	N	oracle_08634	8634
0000000000000000000011002210000023	N	oracle_08635	8635
0000000000000000000011003000000034	N	oracle_08636	8636
0000000000000000000011003100000033	N	oracle_08637	8637
0000000000000000000011004000000033	N	oracle_08638	8638
0000000000000000000011012030000022	N	oracle_08639	8639
0000000000000000000011012100000033	N	oracle_08640	8640
0000000000000000000011012120000022	N	oracle_08641	8641
0000000000000000000011013000000033	N	oracle_08642	8642
0000000000000000000011021030000022	N	oracle_08643	8643
0000000000000000000011022110000022	N	oracle_08644	8644
0000000000000000000011031000000033	N	oracle_08645	8645
0000000000000000000011101200000033	N	oracle_08646	8646
0000000000000000000011102020000023	N	oracle_08647	8647
0000000000000000000011102030000022	N	oracle_08648	8648
0000000000000000000011102100000033	N	oracle_08649	8649
0000000000000000000011102120000022	N	oracle_08650	8650
0000000000000000000011103020000022	N	oracle_08651	8651
0000000000000000000011111030000022	N	oracle_08652	8652
0000000000000000000011111120000022	N	oracle_08653	8653
0000000000000000000011112020000022	N	oracle_08654	8654
0000000000000000000011112030000012	N	oracle_08655	8655
0000000000000000000011112110000022	N	oracle_08656	8656
0000000000000000000011112120000012	N	oracle_08657	8657
0000000000000000000011120030000022	N	oracle_08658	8658
0000000000000000000011120100000033	N	oracle_08659	8659
0000000000000000000011121020000022	N	oracle_08660	8660
0000000000000000000011121030000012	N	oracle_08661	8661
0000000000000000000011121110000022	N	oracle_08662	8662
0000000000000000000011122010000022	N	oracle_08663	8663
0000000000000000000011122100000022	N	oracle_08664	8664
0000000000000000000011122110000012	N	oracle_08665	8665
0000000000000000000011200010000223	N	oracle_08666	8666
0000000000000000000011200110000033	N	oracle_08667	8667
0000000000000000000011200200000033	N	oracle_08668	8668
0000000000000000000011200300000023	P	oracle_08669	8669
0000000000000000000011201010000033	N	oracle_08670	8670
0000000000000000000011201030000022	N	oracle_08671	8671
0000000000000000000011201100000033	N	oracle_08672	8672
0000000000000000000011201120000022	N	oracle_08673	8673
0000000000000000000011201210000022	N	oracle_08674	8674
0000000000000000000011202000000033	N	oracle_08675	8675
0000000000000000000011202020000022	N	oracle_08676	8676
0000000000000000000011202030000012	N	oracle_08677	8677
0000000000000000000011202100000023	N	oracle_08678	8678
0000000000000000000011202110000022	N	oracle_08679	8679
0000000000000000000011203000000023	P	oracle_08680	8680
0000000000000000000011203010000022	N	oracle_08681	8681
0000000000000000000011203020000012	N	oracle_08682	8682
0000000000000000000011210100000033	N	oracle_08683	8683
0000000000000000000011211020000022	N	oracle_08684	8684
0000000000000000000011212000000023	N	oracle_08685	8685
0000000000000000000011212010000022	N	oracle_08686	8686
0000000000000000000011212020000012	N	oracle_08687	8687
0000000000000000000011220010000023	N	oracle_08688	8688
0000000000000000000011220100000023	N	oracle_08689	8689
0000000000000000000011221000000023	N	oracle_08690	8690
0000000000000000000011221010000022	N	oracle_08691	8691
0000000000000000000011230010000022	N	oracle_08692	8692
0000000000000000000011300030000022	N	oracle_08693	8693
0000000000000000000011300120000022	N	oracle_08694	8694
0000000000000000000011300210000022	N	oracle_08695	8695
0000000000000000000011301020000022	N	oracle_08696	8696
0000000000000000000011301030000012	N	oracle_08697	8697
0000000000000000000011301110000022	N	oracle_08698	8698
0000000000000000000011301120000012	N	oracle_08699	8699
0000000000000000000011301200000022	N	oracle_08700	8700
0000000000000000000011301210000012	N	oracle_08701	8701
0000000000000000000011302010000022	N	oracle_08702	8702
0000000000000000000011302100000022	N	oracle_08703	8703
0000000000000000000011302110000012	N	oracle_08704	8704
0000000000000000000011303000000022	N	oracle_08705	8705
0000000000000000000011303010000012	N	oracle_08706	8706
0000000000000000000012000030000033	N	oracle_08707	8707
0000000000000000000012000120000033	N	oracle_08708	8708
0000000000000000000012001020000033	N	oracle_08709	8709
0000000000000000000012001200000033	N	oracle_08710	8710
0000000000000000000012002000000223	N	oracle_08711	8711
0000000000000000000012002100000033	N	oracle_08712	8712
0000000000000000000012003000000024	N	oracle_08713	8713
0000000000000000000012003000000033	N	oracle_08714	8714
0000000000000000000012011030000022	N	oracle_08715	8715
0000000000000000000012011120000022	N	oracle_08716	8716
0000000000000000000012012000000033	N	oracle_08717	8717
0000000000000000000012012110000022	N	oracle_08718	8718
0000000000000000000012013000000023	N	oracle_08719	8719
0000000000000000000012020100000033	N	oracle_08720	8720
0000000000000000000012021110000022	N	oracle_08721	8721
0000000000000000000012100010000223	N	oracle_08722	8722
0000000000000000000012100110000033	N	oracle_08723	8723
0000000000000000000012100200000033	N	oracle_08724	8724
0000000000000000000012101010000033	N	oracle_08725	8725
0000000000000000000012101030000022	N	oracle_08726	8726
0000000000000000000012101100000033	N	oracle_08727	8727
0000000000000000000012101120000022	N	oracle_08728	8728
0000000000000000000012101200000023	N	oracle_08729	8729
0000000000000000000012102000000033	N	oracle_08730	8730
0000000000000000000012102100000023	N	oracle_08731	8731
0000000000000000000012102110000022	N	oracle_08732	8732
0000000000000000000012110030000022	N	oracle_08733	8733
0000000000000000000012110100000033	N	oracle_08734	8734
0000000000000000000012110120000022	N	oracle_08735	8735
0000000000000000000012111020000022	N	oracle_08736	8736
0000000000000000000012111030000012	N	oracle_08737	8737
0000000000000000000012111110000022	N	oracle_08738	8738
0000000000000000000012111120000012	N	oracle_08739	8739
0000000000000000000012112010000022	N	oracle_08740	8740
0000000000000000000012112100000022	N	oracle_08741	8741
0000000000000000000012112110000012	N	oracle_08742	8742
0000000000000000000012120010000023	N	oracle_08743	8743
0000000000000000000012120100000023	N	oracle_08744	8744
0000000000000000000012120110000022	N	oracle_08745	8745
0000000000000000000012121010000022	N	oracle_08746	8746
0000000000000000000012121100000022	N	oracle_08747	8747
0000000000000000000012121110000012	N	oracle_08748	8748
0000000000000000000012130010000022	N	oracle_08749	8749
0000000000000000000012200010000033	N	oracle_08750	8750
0000000000000000000012200010000123	N	oracle_08751	8751
0000000000000000000012200010000222	N	oracle_08752	8752
0000000000000000000012200030000022	N	oracle_08753	8753
0000000000000000000012200100000033	N	oracle_08754	8754
0000000000000000000012200100000222	P	oracle_08755	8755
0000000000000000000012200110000023	N	oracle_08756	8756
0000000000000000000012200200000023	N	oracle_08757	8757
0000000000000000000012201010000023	N	oracle_08758	8758
0000000000000000000012202000000023	N	oracle_08759	8759
0000000000000000000012203000000022	N	oracle_08760	8760
0000000000000000000012210010000023	N	oracle_08761	8761
0000000000000000000012211100000022	N	oracle_08762	8762
0000000000000000000012220010000013	N	oracle_08763	8763
0000000000000000000012220010000022	N	oracle_08764	8764
0000000000000000000012230010000012	N	oracle_08765	8765
0000000000000000000012300020000022	N	oracle_08766	8766
0000000000000000000012300030000012	N	oracle_08767	8767
0000000000000000000012302000000022	N	oracle_08768	8768
0000000000000000000012303000000012	N	oracle_08769	8769
0000000000000000000013000020000033	P	oracle_08770	8770
0000000000000000000013000030000023	N	oracle_08771	8771
0000000000000000000013001120000022	N	oracle_08772	8772
0000000000000000000013002000000033	N	oracle_08773	8773
0000000000000000000013003000000023	N	oracle_08774	8774
0000000000000000000013012000000023	N	oracle_08775	8775
0000000000000000000013100200000023	N	oracle_08776	8776
0000000000000000000013101110000022	N	oracle_08777	8777
0000000000000000000013102000000023	N	oracle_08778	8778
0000000000000000000013200100000023	N	oracle_08779	8779
0000000000000000000013200200000013	N	oracle_08780	8780
0000000000000000000013200200000022	N	oracle_08781	8781
0000000000000000000013202000000013	N	oracle_08782	8782
0000000000000000000013202000000022	N	oracle_08783	8783
0000000000000000000013300010000022	N	oracle_08784	8784
0000000000000000000013302000000012	N	oracle_08785	8785
0000000000000000000020000020000044	P	oracle_08786	8786
0000000000000000000020000030000034	N	oracle_08787	8787
0000000000000000000020000120000034	N	oracle_08788	8788
0000000000000000000020000130000024	N	oracle_08789	8789
0000000000000000000020000130000033	N	oracle_08790	8790
0000000000000000000020000140000023	N	oracle_08791	8791
0000000000000000000020000200000044	P	oracle_08792	8792
0000000000000000000020000210000034	N	oracle_08793	8793
0000000000000000000020000210000133	N	oracle_08794	8794
0000000000000000000020000210000223	P	oracle_08795	8795
0000000000000000000020000220000024	P	oracle_08796	8796
0000000000000000000020000220000033	P	oracle_08797	8797
0000000000000000000020000220000123	N	oracle_08798	8798
0000000000000000000020000230000023	P	oracle_08799	8799
0000000000000000000020000300000034	N	oracle_08800	8800
0000000000000000000020000310000024	N	oracle_08801	8801
0000000000000000000020000310000033	N	oracle_08802	8802
0000000000000000000020000410000023	N	oracle_08803	8803
0000000000000000000020001130000023	N	oracle_08804	8804
0000000000000000000020001210000033	N	oracle_08805	8805
0000000000000000000020001220000023	N	oracle_08806	8806
0000000000000000000020001220000122	N	oracle_08807	8807
0000000000000000000020001230000022	N	oracle_08808	8808
0000000000000000000020001320000022	N	oracle_08809	8809
0000000000000000000020002000000044	P	oracle_08810	8810
0000000000000000000020002020000033	P	oracle_08811	8811
0000000000000000000020002200000033	P	oracle_08812	8812
0000000000000000000020002210000023	N	oracle_08813	8813
0000000000000000000020002220000022	N	oracle_08814	8814
0000000000000000000020003000000034	N	oracle_08815	8815
0000000000000000000020003100000033	N	oracle_08816	8816
0000000000000000000020004000000033	N	oracle_08817	8817
0000000000000000000020010120000033	N	oracle_08818	8818
0000000000000000000020010210000033	N	oracle_08819	8819
0000000000000000000020010220000023	P	oracle_08820	8820
0000000000000000000020011100000223	N	oracle_08821	8821
0000000000000000000020011220000022	N	oracle_08822	8822
0000000000000000000020012000000034	N	oracle_08823	8823
0000000000000000000020012000000133	N	oracle_08824	8824
0000000000000000000020012000000223	N	oracle_08825	8825
0000000000000000000020012010000033	N	oracle_08826	8826
0000000000000000000020012020000023	P	oracle_08827	8827
0000000000000000000020012100000033	N	oracle_08828	8828
0000000000000000000020012200000023	P	oracle_08829	8829
0000000000000000000020013000000024	N	oracle_08830	8830
0000000000000000000020013000000033	N	oracle_08831	8831
0000000000000000000020020020000033	P	oracle_08832	8832
0000000000000000000020020100000223	N	oracle_08833	8833
0000000000000000000020020200000033	P	oracle_08834	8834
0000000000000000000020020210000023	P	oracle_08835	8835
0000000000000000000020021100000123	N	oracle_08836	8836
0000000000000000000020021100000222	N	oracle_08837	8837
0000000000000000000020021120000022	N	oracle_08838	8838
0000000000000000000020021200000023	N	oracle_08839	8839
0000000000000000000020022000000024	P	oracle_08840	8840
0000000000000000000020022000000033	P	oracle_08841	8841
0000000000000000000020022000000123	P	oracle_08842	8842
0000000000000000000020022010000023	P	oracle_08843	8843
0000000000000000000020022100000023	P	oracle_08844	8844
0000000000000000000020023000000023	P	oracle_08845	8845
0000000000000000000020033000000022	P	oracle_08846	8846
0000000000000000000020100210000033	N	oracle_08847	8847
0000000000000000000020100220000023	N	oracle_08848	8848
0000000000000000000020101220000022	N	oracle_08849	8849
0000000000000000000020102020000023	N	oracle_08850	8850
0000000000000000000020111030000022	N	oracle_08851	8851
0000000000000000000020111120000022	N	oracle_08852	8852
0000000000000000000020111200000023	N	oracle_08853	8853
0000000000000000000020111210000022	N	oracle_08854	8854
0000000000000000000020112000000033	P	oracle_08855	8855
0000000000000000000020112010000023	N	oracle_08856	8856
0000000000000000000020112020000022	N	oracle_08857	8857
0000000000000000000020112110000022	N	oracle_08858	8858
0000000000000000000020113000000023	N	oracle_08859	8859
0000000000000000000020113010000022	N	oracle_08860	8860
0000000000000000000020120010000033	N	oracle_08861	8861
0000000000000000000020120020000023	N	oracle_08862	8862
0000000000000000000020120100000033	N	oracle_08863	8863
0000000000000000000020120200000023	N	oracle_08864	8864
0000000000000000000020121100000023	N	oracle_08865	8865
0000000000000000000020121110000022	N	oracle_08866	8866
0000000000000000000020121200000013	N	oracle_08867	8867
0000000000000000000020121200000022	N	oracle_08868	8868
0000000000000000000020122000000023	N	oracle_08869	8869
0000000000000000000020200020000033	P	oracle_08870	8870
0000000000000000000020200200000033	P	oracle_08871	8871
0000000000000000000020200210000023	N	oracle_08872	8872
0000000000000000000020201110000023	N	oracle_08873	8873
0000000000000000000020202000000033	P	oracle_08874	8874
0000000000000000000020202010000023	N	oracle_08875	8875
0000000000000000000020203000000023	N	oracle_08876	8876
0000000000000000000020210010000033	N	oracle_08877	8877
0000000000000000000020210020000023	P	oracle_08878	8878
0000000000000000000020210100000033	N	oracle_08879	8879
0000000000000000000020210200000023	P	oracle_08880	8880
0000000000000000000020211100000023	N	oracle_08881	8881
0000000000000000000020211110000022	N	oracle_08882	8882
0000000000000000000020212000000023	N	oracle_08883	8883
0000000000000000000020213000000013	N	oracle_08884	8884
0000000000000000000020213000000022	N	oracle_08885	8885
0000000000000000000020220010000023	P	oracle_08886	8886
0000000000000000000020220100000023	N	oracle_08887	8887
0000000000000000000020221100000013	N	oracle_08888	8888
0000000000000000000020221100000022	N	oracle_08889	8889
0000000000000000000020301010000023	N	oracle_08890	8890
